,model,price,rating,rat1,rat2,processor,processor_core,ram,memory,gpu,resolution,os,warranty
636,Lenovo IdeaPad Gaming 3 82K101E1IN Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹60,050",62,0,0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
637,Asus Vivobook 15 OLED X1505ZA-L1311WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹48,990",0,56,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
638,Asus ROG Strix G17 2022 G713RS-LL023WS Gaming Laptop (AMD Ryzen 9 6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,10,990",78,0,0,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
639,Lenovo V15 82C500XHIH Laptop (10th Gen Core i5/ 8GB/ 512GB/ DOS),"₹43,990",0,53,0,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 USB 3.0 Ports
640,Microsoft Surface Laptop 5 13.5 inch (12th Gen Core i5/ 8GB/ 256GB SSD/ Win11),"₹1,03,900",0,50,0,12th Gen Intel  Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,256 GB SSD,Intel Iris Xe,"13.5 inches, 2256 x 1504 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
641,AGB Octev VR-1818 Gaming Laptop (11th Gen Core i7/ 32GB/ 1TB SSD/ Win 10 Pro/ 2GB Graph),"₹70,000",66,0,0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",32 GB DDR4 RAM,1 TB SSD,2 GB NVIDIA Geforce MX450,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
642,Lenovo Thinkpad L14 20X1CTO Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),"₹86,500",67,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,3 Year Warranty
643,Infinix INBook X2 Plus XL25 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹33,490",0,47,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
644,Infinix INBook X2 Plus XL25 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),"₹31,490",0,45,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB LPDDR4X RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
645,Dell XPS 13 Plus Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,95,190",74,0,0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
646,Lenovo IdeaPad Slim 3 82RJ005CIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹58,990",0,59,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,512 GB SSD,‎Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
647,Asus E410KA-BV002W Laptop (Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹23,990",0,45,0,Intel Celeron N4500 N4500,"Dual Core, 2 Threads",4 GB  RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
648,Lenovo IdeaPad Flex 5 82R90068IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹71,109",75,0,0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
649,MSI Creator Pro Z17 A12UMST-237IN Gaming Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Pro/ 16GB Graph),"₹4,35,990",0,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR4 RAM,1 TB SSD,16 GB NVIDIA GeForce RTX A5500,"16 inches, 2560 x 1600 pixels",Windows 11 OS,3 Year Warranty
650,Dell XPS 9315 Laptop (12th Gen Core i5 / 16GB/ 512GB SSD/ Win11),"₹1,10,490",0,50,0,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Iris Xe,"13.4 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
651,MSI Creator Z16P B12UKST-209IN Gaming Laptop (12th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Pro/ 12GB Graph),"₹3,80,990",0,0,0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",64 GB DDR5 RAM,2 TB SSD,12 GB NVIDIA GeForce RTX A3000,"16 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,2 Year Warranty
652,Lenovo Yoga 6 82UD0069IN Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹78,990",69,0,0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,AMD Radeon Graphics,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,3 Year Warranty
653,HP 14s-fq0567AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹32,999",0,47,0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
654,Lenovo ThinkPad E14 21E3S04X00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹67,990",66,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
655,Lenovo Thinkpad E14 21E3S05B00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹93,990",71,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
656,Lenovo Thinkpad E15 21DJA041IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹57,490",61,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
657,Lenovo ThinkPad E14 21E3S04U00 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹74,990",62,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
658,HP Omen 16-n0051AX Gaming Laptop (AMD Ryzen 9 6900HX/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,54,490",81,0,0,6th Gen AMD Ryzen 9 6900HX,"Octa Core, 16 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB AMD Radeon RX 6650M Graphics,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
659,Lenovo Thinkpad E15 21DJA04NIH Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹85,990",65,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
660,HP Omen 16-k0370TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,69,999",85,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce 3070Ti,"16.1 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
661,Lenovo Thinkbook 15 21DJA04LIH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹59,990",60,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
662,Lenovo Ideapad Flex 5 82R70068IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹75,990",62,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR4x RAM,512 GB SSD,Intel UHD,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11  OS,1 Year Warranty
663,HP Omen 16-k0360TX Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,50,180",82,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16.1 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
664,HP Omen 16-n0054AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,34,990",74,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
665,HP Omen 17-ck1023TX Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 16GB Graph),"₹2,96,000",0,0,0,12th Gen Intel Core i9 12900HX,"16 Cores (8P + 8E), 24 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 3080Ti,"17.3 inches, 2560 x 1440 pixels",Windows 11  OS,1 Year Warranty
666,HP Victus 15-fb0082AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹66,500",72,0,0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
667,Dell XPS 9315 Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11),"₹1,32,470",0,51,0,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Iris Xe,"13.4 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
668,HP Omen 16-n0050AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,05,990",66,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
669,HP Omen 16-n0049AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,04,999",66,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050Ti,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
670,Lenovo ThinkBook 13s Gen 2 20V9A03QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹68,500",0,59,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"13 inches, 1920 x 1200 pixels",Windows 10 OS,1 Year Warranty
671,Lenovo Thinkpad E14 Gen 21E3S05800 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹98,990",66,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
672,Lenovo Yoga 9 82LU008TIN Laptop (12th Ge Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,79,990",69,0,0,12th Gen Intel Core i7 1280P,"14 Cores, 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"14 inches, 3840 x 2160 pixels",Windows 11 OS,1 Year Warranty
673,Lenovo ThinkPad E14 21E3S04W00 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹70,990",0,57,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
674,Lenovo IdeaPad Gaming 3 82K201V2IN Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹76,990",74,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
675,Lenovo Yoga 7 Flip 82QE0060INLaptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,19,990",69,0,0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
676,Acer One 14 Z2-493 Business Laptop (AMD Ryzen 5 3500U/ 16GB/ 512GB SSD/ Win11),"₹38,990",0,59,0,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
677,Fujitsu UH-X 4ZR1K06212 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹99,990",68,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
678,Gigabyte G5 RC45KD Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹84,790",72,0,0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
679,HP Envy x360 13-bf0062TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,04,990",68,0,0,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
680,Gigabyte G5 RC45GD Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,990",71,0,0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
681,Lenovo Legion 5 Pro 16IAH7H 82RF00DYIN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,64,990",84,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
682,Lenovo IdeaPad Gaming 3 15IAH7 82S900KQIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",74,0,0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
683,Lenovo IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹66,250",68,0,0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
684,Lenovo ThinkBook 14 20VDA0QTIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),"₹63,400",0,55,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
685,Acer TravelMate TMB311-31 Laptop (Intel Pentium N5030/ 4GB/ 128GB SSD/ Win11 Home),"₹28,990",0,49,0,Intel Celeron  N5030,"Quad Core, 4 Threads",4 GB DDR4 RAM,128 GB SSD,UHD Graphics 600,"11.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
686,Asus Vivobook Pro 15 OLED M3500QC-L1461WS Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹98,500",69,0,0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4  RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
687,Fujitsu UH-X 4ZR1J37875 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,990",68,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
688,Dell Latitude 3420 2022 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),"₹81,300",67,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
689,Lenovo ThinkPad E15 20TDS0T900 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹44,990",0,55,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
690,Lenovo ThinkPad E15 20TDS0TA00 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),"₹72,999",60,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
691,Lenovo V15 82C3001VSP Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹23,999",0,51,0,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
692,HP 250 G8 6X4B3PA Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹35,990",0,45,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
693,HP Pavilion x360 14-ek0072TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹74,990",67,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
694,Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ RTX 3080),"₹3,19,999",84,0,0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,2 TB SSD,NVIDIA GeForce RTX 3030,"15.6 inches, 3840 x 2160 pixels",Windows 11 OS,1 Year Warranty
695,Dell XPS 13 Plus Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,71,000",69,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
696,Asus TUF F15 FA507RE-HN043WS 2022 Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹90,990",79,0,0,6th Gen AMD Ryzen 7 6800H ,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
697,Acer Nitro 5 AN515-46 Laptop (AMD Ryzen 5 6600H/ 8GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹84,990",76,0,0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB Hard Disk,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS
698,Lenovo ThinkPad E14 20RAS0LY00 Laptop (10th Gen Core i3/ 4GB/ 256GB SSD/ FreeDOS),"₹45,500",0,54,0,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
699,MSI GF63 Thin 10SC-848IN Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),"₹62,500",69,0,0,10th Gen Intel Core i5 10500H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA Geforce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
700,HP Envy 16-h0025tx Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,98,060",76,0,0,12th Gen Intel Core i9 12900H ,"14 Cores, 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16 inches, 3840 x 2160 pixels",Windows 11  OS,1 Year Warranty
701,Lenovo Legion 5 Pro 82RG009AIN Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,59,990",76,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
702,HP Envy 16-h0026tx Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 6GB Graph),"₹2,46,000",78,0,0,12th Gen Intel Core i9 12900H ,"14 Cores, 20 Threads",32 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 3840 x 2160 pixels",Windows 11  OS,1 Year Warranty
703,Honor MagicBook 15 WDQ9CHNE Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11),"₹36,990",0,51,0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
704,HP Envy x360 16-h0028TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/4GB Graph),"₹1,43,990",69,0,0,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.3 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
705,HP Omen 17-ck1022TX Gaming Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,94,999",76,0,0,12th Gen Intel Core i7 12800HX,"16 Cores, 24 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070Ti,"16.1 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
706,Dell Inspiron 5320 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹75,344",66,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Integrated UHD,"13.3 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
707,HP Envy x360 13-bf0058TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹94,990",67,0,0,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
708,Lenovo Yoga Slim 7 Pro 82SV0053IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,08,789",63,0,0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
709,Lenovo Legion 5 Pro 82RG00EKIN Laptop (AMD Ryzen 7 6800H/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,89,990",82,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 ,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
